,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
executivos,"(1, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
começa,"(1, 2)","(6, 1)","(21, 1)","(25, 3)","(36, 1)","(48, 1)","(98, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
condenação,"(1, 2)","(19, 1)","(20, 1)","(26, 1)","(86, 1)","(104, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vim,"(1, 1)","(96, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
podemos,"(1, 1)","(3, 1)","(64, 1)","(103, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
presidente,"(1, 1)","(2, 2)","(3, 9)","(4, 1)","(6, 5)","(7, 1)","(8, 3)","(11, 1)","(12, 1)","(13, 2)","(14, 1)","(16, 1)","(18, 1)","(19, 3)","(21, 2)","(22, 2)","(23, 1)","(25, 3)","(27, 4)","(28, 2)","(31, 1)","(32, 1)","(34, 2)","(35, 1)","(37, 4)","(38, 1)","(41, 6)","(42, 1)","(43, 1)","(45, 4)","(47, 2)","(48, 1)","(49, 1)","(50, 1)","(51, 1)","(60, 1)","(63, 2)","(64, 2)","(65, 3)","(68, 1)","(69, 1)","(71, 4)","(73, 1)","(77, 2)","(79, 1)","(85, 1)","(86, 1)","(89, 2)","(90, 3)","(92, 1)","(93, 1)","(94, 1)","(95, 1)","(98, 4)","(103, 1)","(105, 1)","(107, 1)","(110, 1)","(111, 2)","(112, 3)","(114, 2)","(115, 1)","(116, 2)","(117, 2)","(118, 2)","(120, 2)","(121, 1)","(123, 1)","(124, 1)","(125, 1)","(127, 1)","(129, 4)","(131, 1)","(132, 2)"
mostra,"(1, 2)","(9, 1)","(36, 1)","(48, 1)","(50, 1)","(85, 1)","(124, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acredito,"(1, 1)","(19, 1)","(126, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base,"(1, 1)","(13, 1)","(36, 1)","(55, 1)","(56, 1)","(64, 1)","(65, 1)","(100, 1)","(131, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impediram,"(1, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
destacaria,"(1, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maioria,"(1, 1)","(75, 1)","(89, 1)","(127, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gente,"(1, 4)","(3, 1)","(6, 2)","(18, 1)","(19, 1)","(21, 1)","(22, 2)","(24, 1)","(25, 1)","(30, 6)","(36, 1)","(44, 1)","(64, 1)","(77, 1)","(82, 2)","(89, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
construiu,"(1, 2)","(19, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dallagnol,"(1, 1)","(19, 1)","(39, 1)","(128, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avaliações,"(1, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hoje,"(1, 1)","(10, 1)","(11, 2)","(19, 3)","(20, 1)","(22, 4)","(29, 1)","(33, 1)","(36, 9)","(40, 1)","(41, 2)","(42, 1)","(48, 1)","(50, 1)","(56, 1)","(57, 1)","(62, 1)","(63, 1)","(67, 1)","(74, 1)","(75, 1)","(81, 1)","(101, 1)","(102, 1)","(111, 1)","(125, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
preso,"(1, 5)","(6, 1)","(10, 1)","(15, 1)","(18, 3)","(19, 3)","(20, 2)","(21, 2)","(25, 4)","(26, 1)","(66, 1)","(86, 1)","(91, 1)","(94, 3)","(101, 2)","(102, 2)","(104, 1)","(105, 1)","(106, 1)","(128, 2)","(129, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
contra,"(1, 9)","(6, 2)","(8, 1)","(9, 1)","(11, 1)","(19, 2)","(22, 1)","(23, 1)","(25, 2)","(28, 1)","(31, 1)","(35, 2)","(38, 1)","(41, 1)","(46, 1)","(47, 1)","(48, 4)","(49, 1)","(52, 1)","(53, 1)","(54, 1)","(58, 1)","(68, 2)","(69, 1)","(74, 2)","(77, 1)","(81, 1)","(86, 3)","(87, 1)","(89, 1)","(90, 1)","(94, 1)","(95, 3)","(98, 1)","(104, 1)","(106, 1)","(108, 2)","(111, 2)","(112, 2)","(113, 1)","(119, 3)","(122, 1)","(129, 2)","(130, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prazo,"(1, 1)","(8, 1)","(20, 1)","(47, 1)","(48, 1)","(51, 1)","(64, 1)","(89, 1)","(116, 1)","(129, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
telefônica,"(1, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
americana,"(1, 1)","(98, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
separar,"(1, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jamais,"(1, 3)","(34, 1)","(42, 1)","(75, 1)","(98, 1)","(104, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
extrema,"(1, 1)","(85, 1)","(102, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acho,"(1, 2)","(36, 1)","(45, 2)","(68, 2)","(96, 1)","(122, 1)","(126, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coisa,"(1, 1)","(4, 1)","(6, 2)","(11, 1)","(18, 1)","(36, 1)","(38, 1)","(43, 2)","(46, 1)","(49, 1)","(82, 1)","(97, 1)","(123, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
provas,"(1, 1)","(15, 1)","(81, 2)","(102, 2)","(126, 1)","(129, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
norte-americano,"(1, 1)","(21, 1)","(39, 1)","(48, 1)","(112, 1)","(127, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
falou,"(1, 1)","(8, 1)","(47, 1)","(61, 2)","(74, 1)","(122, 1)","(124, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
objetivo,"(1, 2)","(14, 1)","(22, 1)","(66, 1)","(101, 1)","(112, 1)","(129, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unasul,"(1, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mostram,"(1, 1)","(19, 1)","(41, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tempo,"(1, 1)","(4, 1)","(11, 1)","(18, 1)","(25, 4)","(36, 1)","(51, 1)","(55, 1)","(65, 1)","(70, 1)","(71, 1)","(82, 1)","(96, 1)","(103, 1)","(114, 1)","(115, 1)","(122, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corrupção,"(1, 1)","(10, 1)","(19, 2)","(20, 1)","(61, 1)","(102, 1)","(126, 1)","(128, 1)","(129, 1)","(131, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
falhas,"(1, 1)","(61, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guedes,"(1, 1)","(4, 2)","(9, 3)","(12, 2)","(13, 4)","(30, 1)","(47, 1)","(55, 5)","(83, 2)","(96, 9)","(114, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
passa,"(1, 1)","(16, 2)","(46, 2)","(67, 2)","(98, 1)","(116, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
americanos,"(1, 1)","(120, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
catarina,"(1, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dias,"(1, 1)","(7, 1)","(8, 3)","(12, 2)","(19, 5)","(20, 1)","(22, 1)","(25, 1)","(26, 1)","(27, 1)","(36, 1)","(41, 1)","(51, 1)","(52, 2)","(54, 2)","(60, 1)","(61, 1)","(64, 1)","(70, 1)","(85, 1)","(86, 1)","(89, 1)","(91, 1)","(93, 1)","(103, 1)","(107, 2)","(115, 1)","(116, 1)","(124, 1)","(129, 4)","(131, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
justiça,"(1, 6)","(4, 1)","(6, 3)","(9, 1)","(10, 2)","(11, 3)","(13, 1)","(14, 1)","(15, 1)","(18, 1)","(19, 2)","(22, 5)","(30, 1)","(39, 2)","(53, 2)","(55, 1)","(75, 4)","(81, 1)","(92, 2)","(96, 1)","(97, 1)","(100, 1)","(101, 1)","(106, 1)","(126, 4)","(128, 1)","(129, 1)","(131, 1)","(132, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
todo,"(1, 1)","(6, 1)","(8, 1)","(11, 1)","(12, 1)","(13, 1)","(19, 2)","(21, 1)","(25, 3)","(26, 1)","(30, 1)","(33, 2)","(36, 5)","(41, 2)","(46, 1)","(64, 1)","(69, 1)","(92, 1)","(94, 1)","(107, 1)","(109, 1)","(122, 1)","(127, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
momento,"(1, 1)","(3, 3)","(20, 1)","(25, 1)","(29, 2)","(36, 2)","(41, 2)","(55, 1)","(64, 2)","(66, 1)","(67, 1)","(78, 1)","(124, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brasileiros,"(1, 1)","(19, 1)","(34, 1)","(41, 4)","(46, 1)","(48, 2)","(50, 1)","(58, 2)","(93, 1)","(98, 2)","(100, 1)","(104, 1)","(122, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domingo,"(1, 1)","(6, 1)","(11, 2)","(19, 2)","(22, 1)","(23, 1)","(26, 2)","(31, 1)","(42, 1)","(106, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
totalidade,"(1, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delatar,"(1, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
descumprimento,"(1, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autos,"(1, 1)","(64, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
léo,"(1, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coragem,"(1, 1)","(14, 2)","(22, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aliança,"(1, 2)","(123, 1)","(127, 4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fim,"(1, 1)","(4, 1)","(19, 1)","(32, 1)","(41, 1)","(46, 1)","(47, 1)","(55, 1)","(60, 1)","(83, 1)","(103, 1)","(107, 1)","(119, 1)","(128, 1)","(129, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exemplo,"(1, 2)","(78, 1)","(88, 1)","(98, 1)","(114, 2)","(121, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
força-tarefa,"(1, 2)","(39, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evidências,"(1, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,"(1, 1)","(13, 2)","(30, 1)","(39, 1)","(116, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deu,"(1, 1)","(53, 1)","(59, 1)","(68, 1)","(78, 1)","(90, 1)","(129, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evento,"(1, 1)","(19, 1)","(41, 3)","(48, 1)","(64, 1)","(65, 1)","(70, 2)","(107, 2)","(108, 1)","(122, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entendendo,"(1, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antítese,"(1, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soubemos,"(1, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decisão,"(1, 2)","(6, 1)","(19, 2)","(20, 1)","(21, 1)","(37, 2)","(39, 1)","(41, 1)","(47, 1)","(51, 2)","(53, 4)","(55, 1)","(60, 2)","(62, 1)","(64, 1)","(74, 1)","(75, 1)","(79, 1)","(86, 4)","(122, 1)","(129, 1)","(131, 3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
favor,"(1, 1)","(48, 3)","(53, 1)","(87, 1)","(99, 1)","(102, 1)","(115, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
suíços,"(1, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
presidenta,"(1, 1)","(19, 1)","(104, 1)","(128, 1)","(129, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
futuro,"(1, 1)","(11, 1)","(13, 1)","(17, 2)","(47, 2)","(55, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
penalmente,"(1, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coercitiva,"(1, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vê,"(1, 1)","(22, 1)","(25, 1)","(36, 1)","(46, 1)","(82, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vemos,"(1, 1)","(36, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brasileira,"(1, 1)","(16, 1)","(19, 1)","(30, 1)","(36, 2)","(40, 1)","(50, 1)","(68, 1)","(106, 1)","(113, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negociou,"(1, 1)","(115, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vista,"(1, 1)","(25, 1)","(84, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entrar,"(1, 1)","(32, 1)","(36, 1)","(68, 1)","(74, 1)","(129, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jornada,"(1, 1)","(6, 1)","(26, 1)","(119, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
articulação,"(1, 1)","(46, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instância,"(1, 1)","(10, 1)","(19, 2)","(26, 1)","(53, 2)","(86, 7)","(92, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
força,"(1, 1)","(9, 1)","(113, 2)","(119, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grave,"(1, 3)","(11, 1)","(71, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
petrobras,"(1, 1)","(8, 1)","(11, 1)","(20, 1)","(52, 5)","(53, 2)","(54, 5)","(55, 1)","(128, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abandonaremos,"(1, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
santa,"(1, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
federal,"(1, 5)","(3, 1)","(6, 4)","(7, 1)","(8, 1)","(9, 2)","(11, 1)","(13, 3)","(17, 1)","(18, 1)","(19, 3)","(20, 2)","(22, 2)","(35, 1)","(36, 2)","(37, 1)","(39, 4)","(49, 1)","(65, 3)","(71, 4)","(75, 2)","(82, 1)","(86, 2)","(90, 1)","(91, 2)","(94, 1)","(96, 1)","(102, 1)","(104, 2)","(114, 1)","(121, 1)","(122, 1)","(129, 3)","(131, 3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tudo,"(1, 3)","(6, 1)","(12, 1)","(19, 2)","(25, 1)","(34, 1)","(36, 1)","(43, 2)","(44, 1)","(47, 1)","(75, 2)","(87, 1)","(96, 1)","(102, 2)","(111, 1)","(116, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
política,"(1, 2)","(8, 1)","(11, 1)","(12, 1)","(13, 2)","(18, 1)","(19, 3)","(23, 1)","(25, 2)","(26, 1)","(32, 1)","(36, 1)","(40, 5)","(44, 4)","(46, 2)","(47, 2)","(48, 1)","(52, 3)","(54, 3)","(68, 1)","(75, 1)","(94, 1)","(96, 1)","(101, 1)","(104, 1)","(107, 1)","(114, 1)","(119, 1)","(122, 1)","(125, 1)","(128, 1)","(129, 2)","(132, 4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
destaca,"(1, 1)","(5, 1)","(47, 1)","(106, 1)","(113, 1)","(114, 2)","(119, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graves,"(1, 1)","(67, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
órgão,"(1, 1)","(39, 1)","(48, 1)","(69, 1)","(114, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dilma,"(1, 4)","(5, 1)","(40, 1)","(129, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aceitar,"(1, 1)","(6, 1)","(19, 1)","(84, 1)","(88, 1)","(114, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delação,"(1, 3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orientação,"(1, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
longo,"(1, 1)","(75, 2)","(129, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
condução,"(1, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audiência,"(1, 1)","(4, 1)","(9, 1)","(13, 1)","(55, 1)","(96, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
disputa,"(1, 2)","(6, 1)","(66, 1)","(90, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vazado,"(1, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forma,"(1, 1)","(36, 3)","(47, 1)","(48, 1)","(63, 1)","(69, 1)","(75, 1)","(85, 1)","(88, 1)","(89, 1)","(103, 1)","(112, 1)","(122, 1)","(128, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ponto,"(1, 1)","(57, 1)","(66, 1)","(75, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bolsonaro,"(1, 5)","(2, 4)","(3, 5)","(4, 4)","(6, 4)","(7, 2)","(8, 2)","(11, 4)","(12, 7)","(13, 1)","(16, 2)","(17, 2)","(19, 1)","(21, 2)","(23, 1)","(25, 3)","(28, 2)","(30, 1)","(31, 1)","(32, 2)","(34, 2)","(35, 2)","(38, 2)","(40, 6)","(41, 3)","(42, 1)","(43, 1)","(44, 1)","(45, 6)","(46, 1)","(47, 1)","(48, 1)","(49, 4)","(59, 1)","(60, 3)","(61, 1)","(62, 1)","(63, 2)","(65, 1)","(68, 3)","(77, 2)","(79, 5)","(80, 3)","(85, 3)","(86, 3)","(87, 2)","(89, 2)","(90, 4)","(92, 1)","(93, 1)","(94, 1)","(95, 3)","(97, 1)","(98, 5)","(100, 1)","(103, 2)","(106, 2)","(109, 3)","(110, 2)","(114, 4)","(118, 4)","(121, 2)","(123, 4)","(124, 3)","(125, 3)","(126, 1)","(129, 2)","(130, 1)","(132, 3)",,,,,
escuta,"(1, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
achamos,"(1, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comerciais,"(1, 1)","(47, 1)","(116, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
